"module name","license","repository"
"@csstools/css-calc@3.3.0","MIT","https://github.com/csstools/postcss-plugins"
"@csstools/css-color-parser@4.2.0","MIT","https://github.com/csstools/postcss-plugins"
"@csstools/css-parser-algorithms@4.0.0","MIT","https://github.com/csstools/postcss-plugins"
"@csstools/css-syntax-patches-for-csstree@1.1.8","MIT-0","https://github.com/csstools/postcss-plugins"
"@csstools/css-tokenizer@4.0.0","MIT","https://github.com/csstools/postcss-plugins"
"@epic-web/invariant@1.0.0","MIT","https://github.com/epicweb-dev/invariant"
"@eslint-community/eslint-utils@4.9.1","MIT","https://github.com/eslint-community/eslint-utils"
"@eslint-community/regexpp@4.12.2","MIT","https://github.com/eslint-community/regexpp"
"@eslint/config-array@0.23.5","Apache-2.0","https://github.com/eslint/rewrite"
"@eslint/config-helpers@0.6.0","Apache-2.0","https://github.com/eslint/rewrite"
"@eslint/core@1.2.1","Apache-2.0","https://github.com/eslint/rewrite"
"@eslint/js@10.0.1","MIT","https://github.com/eslint/eslint"
"@eslint/object-schema@3.0.5","Apache-2.0","https://github.com/eslint/rewrite"
"@eslint/plugin-kit@0.7.2","Apache-2.0","https://github.com/eslint/rewrite"
"@exodus/bytes@1.15.1","MIT","https://github.com/ExodusOSS/bytes"
"@humanfs/core@0.19.2","Apache-2.0","https://github.com/humanwhocodes/humanfs"
"@humanfs/node@0.16.8","Apache-2.0","https://github.com/humanwhocodes/humanfs"
"@humanfs/types@0.15.0","Apache-2.0","https://github.com/humanwhocodes/humanfs"
"@humanwhocodes/module-importer@1.0.1","Apache-2.0","https://github.com/humanwhocodes/module-importer"
"@humanwhocodes/retry@0.4.3","Apache-2.0","https://github.com/humanwhocodes/retry"
"@jridgewell/gen-mapping@0.3.13","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/remapping@2.3.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/resolve-uri@3.1.2","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/sourcemap-codec@1.5.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/trace-mapping@0.3.31","MIT","https://github.com/jridgewell/sourcemaps"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@oxc-project/types@0.133.0","MIT","https://github.com/oxc-project/oxc"
"@playwright/test@1.62.1","Apache-2.0","https://github.com/microsoft/playwright"
"@reduxjs/toolkit@2.12.0","MIT","https://github.com/reduxjs/redux-toolkit"
"@remix-run/router@1.23.3","MIT","https://github.com/remix-run/react-router"
"@rolldown/binding-win32-x64-msvc@1.0.3","MIT","https://github.com/rolldown/rolldown"
"@rolldown/pluginutils@1.0.1","MIT","https://github.com/rolldown/plugins"
"@standard-schema/spec@1.1.0","MIT","https://github.com/standard-schema/standard-schema"
"@standard-schema/utils@0.3.0","MIT","https://github.com/standard-schema/standard-schema"
"@supabase/auth-js@2.108.1","MIT","https://github.com/supabase/supabase-js"
"@supabase/functions-js@2.108.1","MIT","https://github.com/supabase/supabase-js"
"@supabase/phoenix@0.4.2","MIT","https://github.com/supabase/phoenix"
"@supabase/postgrest-js@2.108.1","MIT","https://github.com/supabase/supabase-js"
"@supabase/realtime-js@2.108.1","MIT","https://github.com/supabase/supabase-js"
"@supabase/storage-js@2.108.1","MIT","https://github.com/supabase/supabase-js"
"@supabase/supabase-js@2.108.1","MIT","https://github.com/supabase/supabase-js"
"@tanstack/query-core@5.101.0","MIT","https://github.com/TanStack/query"
"@tanstack/react-query@5.101.0","MIT","https://github.com/TanStack/query"
"@testing-library/dom@10.4.1","MIT","https://github.com/testing-library/dom-testing-library"
"@testing-library/jest-dom@7.0.1","MIT","https://github.com/testing-library/jest-dom"
"@testing-library/react@16.3.2","MIT","https://github.com/testing-library/react-testing-library"
"@testing-library/user-event@14.6.4","MIT","https://github.com/testing-library/user-event"
"@types/aria-query@5.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/chai@5.2.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-array@3.2.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-color@3.1.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-ease@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-interpolate@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-path@3.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-scale@4.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-shape@3.1.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-time@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-timer@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/deep-eql@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/esrecurse@4.3.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/pako@2.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/raf@3.4.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@19.2.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@19.2.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/trusted-types@2.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/use-sync-external-store@0.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@vitejs/plugin-react@6.0.2","MIT","https://github.com/vitejs/vite-plugin-react"
"@vitest/coverage-v8@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"@vitest/expect@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"@vitest/mocker@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"@vitest/pretty-format@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"@vitest/runner@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"@vitest/snapshot@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"@vitest/spy@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"@vitest/utils@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn@8.16.0","MIT","https://github.com/acornjs/acorn"
"ajv@6.15.0","MIT","https://github.com/ajv-validator/ajv"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"any-promise@1.3.0","MIT","https://github.com/kevinbeaty/any-promise"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"arg@5.0.2","MIT","https://github.com/vercel/arg"
"aria-query@5.3.0","Apache-2.0","https://github.com/A11yance/aria-query"
"assertion-error@2.0.1","MIT","https://github.com/chaijs/assertion-error"
"ast-v8-to-istanbul@1.0.5","MIT","https://github.com/AriPerkkio/ast-v8-to-istanbul"
"autoprefixer@10.5.0","MIT","https://github.com/postcss/autoprefixer"
"axe-core@4.13.0","MPL-2.0","https://github.com/dequelabs/axe-core"
"balanced-match@4.0.4","MIT","https://github.com/juliangruber/balanced-match"
"base64-arraybuffer@1.0.2","MIT","https://github.com/niklasvh/base64-arraybuffer"
"baseline-browser-mapping@2.10.35","Apache-2.0","https://github.com/web-platform-dx/baseline-browser-mapping"
"bidi-js@1.0.3","MIT","https://github.com/lojjic/bidi-js"
"binary-extensions@2.3.0","MIT","https://github.com/sindresorhus/binary-extensions"
"brace-expansion@5.0.6","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browserslist@4.28.2","MIT","https://github.com/browserslist/browserslist"
"camelcase-css@2.0.1","MIT","https://github.com/stevenvachon/camelcase-css"
"caniuse-lite@1.0.30001797","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"canvg@3.0.11","MIT","https://github.com/canvg/canvg"
"chai@6.2.2","MIT","https://github.com/chaijs/chai"
"chokidar@3.6.0","MIT","https://github.com/paulmillr/chokidar"
"clsx@2.1.1","MIT","https://github.com/lukeed/clsx"
"commander@4.1.1","MIT","https://github.com/tj/commander.js"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"core-js@3.50.0","MIT","https://github.com/zloirock/core-js"
"cross-env@10.1.0","MIT","https://github.com/kentcdodds/cross-env"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"css-line-break@2.1.0","MIT","https://github.com/niklasvh/css-line-break"
"css-tree@3.2.1","MIT","https://github.com/csstree/csstree"
"css.escape@1.5.1","MIT","https://github.com/mathiasbynens/CSS.escape"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"csstype@3.2.3","MIT","https://github.com/frenic/csstype"
"d3-array@3.2.4","ISC","https://github.com/d3/d3-array"
"d3-color@3.1.0","ISC","https://github.com/d3/d3-color"
"d3-ease@3.0.1","BSD-3-Clause","https://github.com/d3/d3-ease"
"d3-format@3.1.2","ISC","https://github.com/d3/d3-format"
"d3-interpolate@3.0.1","ISC","https://github.com/d3/d3-interpolate"
"d3-path@3.1.0","ISC","https://github.com/d3/d3-path"
"d3-scale@4.0.2","ISC","https://github.com/d3/d3-scale"
"d3-shape@3.2.0","ISC","https://github.com/d3/d3-shape"
"d3-time-format@4.1.0","ISC","https://github.com/d3/d3-time-format"
"d3-time@3.1.0","ISC","https://github.com/d3/d3-time"
"d3-timer@3.0.1","ISC","https://github.com/d3/d3-timer"
"data-urls@7.0.0","MIT","https://github.com/jsdom/data-urls"
"debug@4.4.3","MIT","https://github.com/debug-js/debug"
"decimal.js-light@2.5.1","MIT","https://github.com/MikeMcl/decimal.js-light"
"decimal.js@10.6.0","MIT","https://github.com/MikeMcl/decimal.js"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"dequal@2.0.3","MIT","https://github.com/lukeed/dequal"
"detect-libc@2.1.2","Apache-2.0","https://github.com/lovell/detect-libc"
"didyoumean@1.2.2","Apache-2.0","https://github.com/dcporter/didyoumean.js"
"dlv@1.1.3","MIT","https://github.com/developit/dlv"
"dom-accessibility-api@0.5.16","MIT","https://github.com/eps1lon/dom-accessibility-api"
"dom-accessibility-api@0.6.3","MIT","https://github.com/eps1lon/dom-accessibility-api"
"dompurify@3.4.13","(MPL-2.0 OR Apache-2.0)","https://github.com/cure53/DOMPurify"
"electron-to-chromium@1.5.371","ISC","https://github.com/Kilian/electron-to-chromium"
"entities@8.0.0","BSD-2-Clause","https://github.com/fb55/entities"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-module-lexer@2.1.0","MIT","https://github.com/guybedford/es-module-lexer"
"es-toolkit@1.47.0","MIT","https://github.com/toss/es-toolkit"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"eslint-plugin-react-hooks@7.1.1","MIT","https://github.com/facebook/react"
"eslint-plugin-react-refresh@0.5.2","MIT","https://github.com/ArnaudBarre/eslint-plugin-react-refresh"
"eslint-scope@9.1.2","BSD-2-Clause","https://github.com/eslint/js"
"eslint-visitor-keys@3.4.3","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@5.0.1","Apache-2.0","https://github.com/eslint/js"
"eslint@10.4.1","MIT","https://github.com/eslint/eslint"
"espree@11.2.0","BSD-2-Clause","https://github.com/eslint/js"
"esquery@1.7.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estree-walker@3.0.3","MIT","https://github.com/Rich-Harris/estree-walker"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"eventemitter3@5.0.4","MIT","https://github.com/primus/eventemitter3"
"expect-type@1.3.0","Apache-2.0","https://github.com/mmkal/expect-type"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-glob@3.3.3","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fast-png@6.4.0","MIT","https://github.com/image-js/fast-png"
"fastq@1.20.1","ISC","https://github.com/mcollina/fastq"
"fdir@6.5.0","MIT","https://github.com/thecodrr/fdir"
"fflate@0.8.3","MIT","https://github.com/101arrowz/fflate"
"file-entry-cache@8.0.0","MIT","https://github.com/jaredwray/file-entry-cache"
"fill-range@7.1.1","MIT","https://github.com/jonschlinkert/fill-range"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up"
"flat-cache@4.0.1","MIT","https://github.com/jaredwray/flat-cache"
"flatted@3.4.2","ISC","https://github.com/WebReflection/flatted"
"fraction.js@5.3.4","MIT","https://github.com/rawify/Fraction.js"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob-parent@6.0.2","ISC","https://github.com/gulpjs/glob-parent"
"globals@17.6.0","MIT","https://github.com/sindresorhus/globals"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"hasown@2.0.4","MIT","https://github.com/inspect-js/hasOwn"
"hermes-estree@0.25.1","MIT","https://github.com/facebook/hermes"
"hermes-parser@0.25.1","MIT","https://github.com/facebook/hermes"
"html-encoding-sniffer@6.0.0","MIT","https://github.com/jsdom/html-encoding-sniffer"
"html-escaper@2.0.2","MIT","https://github.com/WebReflection/html-escaper"
"html2canvas@1.4.1","MIT","https://github.com/niklasvh/html2canvas"
"iceberg-js@0.8.1","MIT","https://github.com/supabase/iceberg-js"
"ignore@5.3.2","MIT","https://github.com/kaelzhang/node-ignore"
"immer@10.2.0","MIT","https://github.com/immerjs/immer"
"immer@11.1.8","MIT","https://github.com/immerjs/immer"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"indent-string@4.0.0","MIT","https://github.com/sindresorhus/indent-string"
"internmap@2.0.3","ISC","https://github.com/mbostock/internmap"
"iobuffer@5.4.0","MIT","https://github.com/image-js/iobuffer"
"is-binary-path@2.1.0","MIT","https://github.com/sindresorhus/is-binary-path"
"is-core-module@2.16.2","MIT","https://github.com/inspect-js/is-core-module"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-potential-custom-element-name@1.0.1","MIT","https://github.com/mathiasbynens/is-potential-custom-element-name"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"istanbul-lib-coverage@3.2.2","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-report@3.0.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-reports@3.2.0","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"jiti@1.21.7","MIT","https://github.com/unjs/jiti"
"js-tokens@10.0.0","MIT","https://github.com/lydell/js-tokens"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"jsdom@29.1.1","MIT","https://github.com/jsdom/jsdom"
"jsesc@3.1.0","MIT","https://github.com/mathiasbynens/jsesc"
"json-buffer@3.0.1","MIT","https://github.com/dominictarr/json-buffer"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-stable-stringify-without-jsonify@1.0.1","MIT","https://github.com/samn/json-stable-stringify"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"jspdf-autotable@5.0.8","MIT","https://github.com/simonbengtsson/jsPDF-AutoTable"
"jspdf@4.2.1","MIT","https://github.com/parallax/jsPDF"
"keyv@4.5.4","MIT","https://github.com/jaredwray/keyv"
"levn@0.4.1","MIT","https://github.com/gkz/levn"
"lightningcss-win32-x64-msvc@1.32.0","MPL-2.0","https://github.com/parcel-bundler/lightningcss"
"lightningcss@1.32.0","MPL-2.0","https://github.com/parcel-bundler/lightningcss"
"lilconfig@3.1.3","MIT","https://github.com/antonk52/lilconfig"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns"
"locate-path@6.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lru-cache@11.5.2","BlueOak-1.0.0","https://github.com/isaacs/node-lru-cache"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"lucide-react@1.17.0","ISC","https://github.com/lucide-icons/lucide"
"lz-string@1.5.0","MIT","https://github.com/pieroxy/lz-string"
"magic-string@0.30.21","MIT","https://github.com/Rich-Harris/magic-string"
"magicast@0.5.4","MIT","https://github.com/unjs/magicast"
"make-dir@4.0.0","MIT","https://github.com/sindresorhus/make-dir"
"mdn-data@2.27.1","CC0-1.0","https://github.com/mdn/data"
"merge2@1.4.1","MIT","https://github.com/teambition/merge2"
"micromatch@4.0.8","MIT","https://github.com/micromatch/micromatch"
"min-indent@1.0.1","MIT","https://github.com/thejameskyle/min-indent"
"minimatch@10.2.5","BlueOak-1.0.0","https://github.com/isaacs/minimatch"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"mz@2.7.0","MIT","https://github.com/normalize/mz"
"nanoid@3.3.12","MIT","https://github.com/ai/nanoid"
"natural-compare@1.4.0","MIT","https://github.com/litejs/natural-compare-lite"
"node-releases@2.0.47","MIT","https://github.com/chicoxyzzy/node-releases"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"object-hash@3.0.0","MIT","https://github.com/puleos/object-hash"
"obug@2.1.2","MIT","https://github.com/sxzz/obug"
"optionator@0.9.4","MIT","https://github.com/gkz/optionator"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@5.0.0","MIT","https://github.com/sindresorhus/p-locate"
"pako@2.2.0","(MIT AND Zlib)","https://github.com/nodeca/pako"
"parse5@8.0.1","MIT","https://github.com/inikulin/parse5"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"pathe@2.0.3","MIT","https://github.com/unjs/pathe"
"performance-now@2.1.0","MIT","https://github.com/braveg1rl/performance-now"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@2.3.2","MIT","https://github.com/micromatch/picomatch"
"picomatch@4.0.4","MIT","https://github.com/micromatch/picomatch"
"pify@2.3.0","MIT","https://github.com/sindresorhus/pify"
"pirates@4.0.7","MIT","https://github.com/danez/pirates"
"playwright-core@1.62.1","Apache-2.0","https://github.com/microsoft/playwright"
"playwright@1.62.1","Apache-2.0","https://github.com/microsoft/playwright"
"postcss-import@15.1.0","MIT","https://github.com/postcss/postcss-import"
"postcss-js@4.1.0","MIT","https://github.com/postcss/postcss-js"
"postcss-load-config@6.0.1","MIT","https://github.com/postcss/postcss-load-config"
"postcss-nested@6.2.0","MIT","https://github.com/postcss/postcss-nested"
"postcss-selector-parser@6.1.2","MIT","https://github.com/postcss/postcss-selector-parser"
"postcss-value-parser@4.2.0","MIT","https://github.com/TrySound/postcss-value-parser"
"postcss@8.5.15","MIT","https://github.com/postcss/postcss"
"prelude-ls@1.2.1","MIT","https://github.com/gkz/prelude-ls"
"pretty-format@27.5.1","MIT","https://github.com/facebook/jest"
"punycode@2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"queue-microtask@1.2.3","MIT","https://github.com/feross/queue-microtask"
"raf@3.4.1","MIT","https://github.com/chrisdickinson/raf"
"react-dom@19.2.7","MIT","https://github.com/facebook/react"
"react-is@17.0.2","MIT","https://github.com/facebook/react"
"react-is@19.2.7","MIT","https://github.com/facebook/react"
"react-redux@9.3.0","MIT","https://github.com/reduxjs/react-redux"
"react-router-dom@6.30.4","MIT","https://github.com/remix-run/react-router"
"react-router@6.30.4","MIT","https://github.com/remix-run/react-router"
"react@19.2.7","MIT","https://github.com/facebook/react"
"read-cache@1.0.0","MIT","https://github.com/TrySound/read-cache"
"readdirp@3.6.0","MIT","https://github.com/paulmillr/readdirp"
"recharts@3.8.1","MIT","https://github.com/recharts/recharts"
"redent@3.0.0","MIT","https://github.com/sindresorhus/redent"
"redux-thunk@3.1.0","MIT","https://github.com/reduxjs/redux-thunk"
"redux@5.0.1","MIT","https://github.com/reduxjs/redux"
"regenerator-runtime@0.13.11","MIT","https://github.com/facebook/regenerator/tree/main/packages/runtime"
"require-from-string@2.0.2","MIT","https://github.com/floatdrop/require-from-string"
"reselect@5.1.1","MIT","https://github.com/reduxjs/reselect"
"resolve@1.22.12","MIT","https://github.com/browserify/resolve"
"reusify@1.1.0","MIT","https://github.com/mcollina/reusify"
"rgbcolor@1.0.1","MIT*","https://github.com/yetzt/node-rgbcolor"
"rolldown@1.0.3","MIT","https://github.com/rolldown/rolldown"
"run-parallel@1.2.0","MIT","https://github.com/feross/run-parallel"
"saxes@6.0.0","ISC","https://github.com/lddubeau/saxes"
"scheduler@0.27.0","MIT","https://github.com/facebook/react"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"semver@7.8.5","ISC","https://github.com/npm/node-semver"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"siginfo@2.0.0","ISC","https://github.com/emilbayes/siginfo"
"source-map-js@1.2.1","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"stackback@0.0.2","MIT","https://github.com/shtylman/node-stackback"
"stackblur-canvas@2.7.0","MIT","https://github.com/flozz/StackBlur"
"std-env@4.1.0","MIT","https://github.com/unjs/std-env"
"strip-indent@3.0.0","MIT","https://github.com/sindresorhus/strip-indent"
"sucrase@3.35.1","MIT","https://github.com/alangpierce/sucrase"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"svg-pathdata@6.0.3","MIT","https://github.com/nfroidure/svg-pathdata"
"symbol-tree@3.2.4","MIT","https://github.com/jsdom/js-symbol-tree"
"tailwindcss@3.4.19","MIT","https://github.com/tailwindlabs/tailwindcss.git#v3"
"text-segmentation@1.0.3","MIT","https://github.com/niklasvh/text-segmentation"
"thenify-all@1.6.0","MIT","https://github.com/thenables/thenify-all"
"thenify@3.3.1","MIT","https://github.com/thenables/thenify"
"tiny-invariant@1.3.3","MIT","https://github.com/alexreardon/tiny-invariant"
"tinybench@2.9.0","MIT","https://github.com/tinylibs/tinybench"
"tinyexec@1.2.4","MIT","https://github.com/tinylibs/tinyexec"
"tinyglobby@0.2.17","MIT","https://github.com/SuperchupuDev/tinyglobby"
"tinyrainbow@3.1.0","MIT","https://github.com/tinylibs/tinyrainbow"
"tldts-core@7.4.10","MIT","https://github.com/remusao/tldts"
"tldts@7.4.10","MIT","https://github.com/remusao/tldts"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"tough-cookie@6.0.2","BSD-3-Clause","https://github.com/salesforce/tough-cookie"
"tr46@6.0.0","MIT","https://github.com/jsdom/tr46"
"ts-interface-checker@0.1.13","Apache-2.0","https://github.com/gristlabs/ts-interface-checker"
"tslib@2.8.1","0BSD","https://github.com/Microsoft/tslib"
"type-check@0.4.0","MIT","https://github.com/gkz/type-check"
"undici@7.29.0","MIT","https://github.com/nodejs/undici"
"update-browserslist-db@1.2.3","MIT","https://github.com/browserslist/update-db"
"uri-js@4.4.1","BSD-2-Clause","https://github.com/garycourt/uri-js"
"use-sync-external-store@1.6.0","MIT","https://github.com/facebook/react"
"util-deprecate@1.0.2","MIT","https://github.com/TooTallNate/util-deprecate"
"utrie@1.0.2","MIT","https://github.com/niklasvh/utrie"
"victory-vendor@37.3.6","MIT AND ISC","https://github.com/FormidableLabs/victory"
"vite@8.0.16","MIT","https://github.com/vitejs/vite"
"vitest@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"vsmartclass@0.1.0","UNLICENSED",""
"w3c-xmlserializer@5.0.0","MIT","https://github.com/jsdom/w3c-xmlserializer"
"webidl-conversions@8.0.1","BSD-2-Clause","https://github.com/jsdom/webidl-conversions"
"whatwg-mimetype@5.0.0","MIT","https://github.com/jsdom/whatwg-mimetype"
"whatwg-url@16.0.1","MIT","https://github.com/jsdom/whatwg-url"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"why-is-node-running@2.3.0","MIT","https://github.com/mafintosh/why-is-node-running"
"word-wrap@1.2.5","MIT","https://github.com/jonschlinkert/word-wrap"
"xml-name-validator@5.0.0","Apache-2.0","https://github.com/jsdom/xml-name-validator"
"xmlchars@2.2.0","MIT","https://github.com/lddubeau/xmlchars"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
